5 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 43 0 0 0 4 0 0 0 0 0 0 0 3 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 174 13 0 0 331 0 0 3 1 0 0 2 0 0 0 0 0 0 0 3 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 28 0 0 0 64 22 0 0 0 0 133 0 0 34 0 0 2 0 10 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 71 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 1 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 29 2 1 0 0 0 0 0 91 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 19 0 0 0 0 0 0 0 0 13 0 25 0 0 2 0 0 0 54 0 58 0 0 0 0 0 0 18 36 0 150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0.3561643835616438 0.06944444444444445 0.06944444444444445 0.3561643835616438 0.08333333333333333 0.3561643835616438 0.3561643835616438 0.3561643835616438 0.0 0.013888888888888888 0.3424657534246575 0.06944444444444445 0.6164383561643836 0.684931506849315 0.5 0.5138888888888888 0.6164383561643836 0.6164383561643836 0.9464285714285714 0.9510869565217391 0.9386503067484663 0.9668874172185431
7 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 37 0 0 0 2 0 0 0 0 0 0 0 0 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 121 13 0 0 215 0 0 3 1 0 0 2 0 0 0 0 0 0 0 0 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 27 0 0 0 64 22 0 0 0 0 65 0 0 32 0 0 2 0 6 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 69 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 19 2 1 0 0 0 0 0 90 0 0 0 0 0 1 0 0 0 0 0 106 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 14 0 0 1 0 0 0 0 0 13 0 25 0 0 2 0 0 0 38 0 60 0 0 0 0 0 0 18 23 0 159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0.3561643835616438 0.3561643835616438 0.029411764705882353 0.3561643835616438 0.029411764705882353 0.0 0.029411764705882353 0.3561643835616438 0.3561643835616438 0.029411764705882353 0.3561643835616438 0.5 0.5735294117647058 0.6301369863013698 0.6301369863013698 0.5 0.5 0.9404761904761905 0.9565217391304348 0.9570552147239264 0.96
8 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 43 0 0 0 4 0 0 0 0 0 0 0 3 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 174 13 0 0 333 0 0 3 1 0 0 2 0 0 0 0 0 0 0 3 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 28 0 0 0 64 22 0 0 0 0 134 0 0 34 0 0 2 0 10 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 71 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 1 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 7 29 2 1 0 0 0 0 0 91 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 19 0 0 0 0 0 0 0 0 13 0 25 0 0 2 0 0 0 54 0 66 0 0 0 0 0 0 18 36 0 153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0.041666666666666664 0.3561643835616438 0.05555555555555555 0.3561643835616438 0.3561643835616438 0.3561643835616438 0.06944444444444445 0.06944444444444445 0.3561643835616438 0.041666666666666664 0.6164383561643836 0.684931506849315 0.4861111111111111 0.4861111111111111 0.6164383561643836 0.6164383561643836 0.9464285714285714 0.9510869565217391 0.9447852760736196 0.9668874172185431
11 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 43 0 0 0 4 0 0 0 0 0 0 0 3 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 174 13 0 0 333 0 0 3 1 0 0 2 0 0 0 0 0 0 0 3 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 28 0 0 0 64 22 0 0 0 0 134 0 0 34 0 0 2 0 10 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 71 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 1 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 29 2 1 0 0 0 0 0 91 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 19 0 0 0 0 0 0 0 0 13 0 25 0 0 2 0 0 0 54 0 115 0 0 0 0 0 0 18 36 0 212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3561643835616438 0.05555555555555555 0.3561643835616438 0.3561643835616438 0.3561643835616438 0.06944444444444445 0.05555555555555555 0.3561643835616438 0.041666666666666664 0.6164383561643836 0.684931506849315 0.4722222222222222 0.5 0.6164383561643836 0.6164383561643836 0.9464285714285714 0.9510869565217391 0.9447852760736196 0.9668874172185431
12 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 37 0 0 0 2 0 0 0 0 0 0 0 0 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 121 13 0 0 215 0 0 3 1 0 0 2 0 0 0 0 0 0 0 0 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 27 0 0 0 64 22 0 0 0 0 65 0 0 32 0 0 2 0 6 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 69 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 19 2 1 0 0 0 0 0 90 0 0 0 0 0 1 0 0 0 0 0 106 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 14 0 0 1 0 0 0 0 0 13 0 25 0 0 2 0 0 0 38 0 31 0 0 0 0 0 0 18 23 0 176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3561643835616438 0.029411764705882353 0.029411764705882353 0.029411764705882353 0.3561643835616438 0.3561643835616438 0.029411764705882353 0.3561643835616438 0.5 0.5735294117647058 0.6301369863013698 0.6301369863013698 0.5 0.5 0.9404761904761905 0.9565217391304348 0.9570552147239264 0.96
15 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 43 0 0 0 4 0 0 0 0 0 0 0 3 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 174 13 0 0 333 0 0 3 1 0 0 2 0 0 0 0 0 0 0 3 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 28 0 0 0 64 22 0 0 0 0 134 0 0 34 0 0 2 0 10 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 71 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 1 0 0 0 8 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 6 29 2 1 0 0 0 0 0 91 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 19 0 0 0 0 0 0 0 0 13 0 25 0 0 2 0 0 0 54 0 106 0 0 0 0 0 0 18 36 0 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3561643835616438 0.3561643835616438 0.3561643835616438 0.08333333333333333 0.08333333333333333 0.3561643835616438 0.05555555555555555 0.6164383561643836 0.684931506849315 0.5 0.5138888888888888 0.6164383561643836 0.6164383561643836 0.9404761904761905 0.9510869565217391 0.9447852760736196 0.9668874172185431
19 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 37 0 0 0 2 0 0 0 0 0 0 0 0 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 121 13 0 0 215 0 0 3 1 0 0 2 0 0 0 0 0 0 0 0 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 27 0 0 0 64 22 0 0 0 0 65 0 0 32 0 0 2 0 6 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 69 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 19 2 1 0 0 0 0 0 90 0 0 0 0 0 1 0 0 0 0 0 106 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 14 0 0 1 0 0 0 0 0 13 0 25 0 0 2 0 0 0 38 0 38 0 0 0 0 0 0 18 23 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029411764705882353 0.029411764705882353 0.3561643835616438 0.3561643835616438 0.029411764705882353 0.3561643835616438 0.5 0.5735294117647058 0.6301369863013698 0.6301369863013698 0.5 0.5 0.9404761904761905 0.9565217391304348 0.9570552147239264 0.96
23 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 37 0 0 0 2 0 0 0 0 0 0 0 0 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 121 13 0 0 215 0 0 3 1 0 0 2 0 0 0 0 0 0 0 0 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 27 0 0 0 64 22 0 0 0 0 65 0 0 32 0 0 2 0 6 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 69 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 19 2 1 0 0 0 0 0 90 0 0 0 0 0 1 0 0 0 0 0 106 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 14 0 0 1 0 0 0 0 0 13 0 25 0 0 2 0 0 0 38 0 60 0 0 0 0 0 0 18 23 0 159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029411764705882353 0.3561643835616438 0.3561643835616438 0.029411764705882353 0.3561643835616438 0.5 0.5735294117647058 0.6301369863013698 0.6301369863013698 0.5 0.5 0.9404761904761905 0.9565217391304348 0.9570552147239264 0.96
28 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 37 0 0 0 2 0 0 0 0 0 0 0 0 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 121 13 0 0 215 0 0 3 1 0 0 2 0 0 0 0 0 0 0 0 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 27 0 0 0 64 22 0 0 0 0 65 0 0 32 0 0 2 0 6 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 69 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 19 2 1 0 0 0 0 0 90 0 0 0 0 0 1 0 0 0 0 0 106 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 14 0 0 1 0 0 0 0 0 13 0 25 0 0 2 0 0 0 38 0 45 0 0 0 0 0 0 18 23 0 145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3561643835616438 0.3561643835616438 0.029411764705882353 0.3561643835616438 0.5 0.5735294117647058 0.6301369863013698 0.6301369863013698 0.5 0.5 0.9404761904761905 0.9565217391304348 0.9570552147239264 0.96
29 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 43 0 0 0 4 0 0 0 0 0 0 0 3 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 174 13 0 0 331 0 0 3 1 0 0 2 0 0 0 0 0 0 0 3 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 28 0 0 0 64 22 0 0 0 0 133 0 0 34 0 0 2 0 10 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 71 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 1 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 29 2 1 0 0 0 0 0 91 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 19 0 0 0 0 0 0 0 0 13 0 25 0 0 2 0 0 0 54 0 58 0 0 0 0 0 0 18 36 0 150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013888888888888888 0.3424657534246575 0.06944444444444445 0.6164383561643836 0.684931506849315 0.5 0.5138888888888888 0.6164383561643836 0.6164383561643836 0.9464285714285714 0.9510869565217391 0.9386503067484663 0.9668874172185431
31 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 43 0 0 0 4 0 0 0 0 0 0 0 3 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 174 13 0 0 331 0 0 3 1 0 0 2 0 0 0 0 0 0 0 3 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 28 0 0 0 64 22 0 0 0 0 133 0 0 34 0 0 2 0 10 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 71 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 1 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 29 2 1 0 0 0 0 0 91 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 19 0 0 0 0 0 0 0 0 13 0 25 0 0 2 0 0 0 54 0 58 0 0 0 0 0 0 18 36 0 150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3424657534246575 0.06944444444444445 0.6164383561643836 0.684931506849315 0.4861111111111111 0.5138888888888888 0.6164383561643836 0.6164383561643836 0.9464285714285714 0.9510869565217391 0.9386503067484663 0.9668874172185431
32 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 37 0 0 0 2 0 0 0 0 0 0 0 0 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 121 13 0 0 215 0 0 3 1 0 0 2 0 0 0 0 0 0 0 0 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 27 0 0 0 64 22 0 0 0 0 65 0 0 32 0 0 2 0 6 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 69 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 19 2 1 0 0 0 0 0 90 0 0 0 0 0 1 0 0 0 0 0 106 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 14 0 0 1 0 0 0 0 0 13 0 25 0 0 2 0 0 0 38 0 52 0 0 0 0 0 0 18 23 0 150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3561643835616438 0.5 0.5735294117647058 0.6301369863013698 0.6301369863013698 0.5 0.5 0.9404761904761905 0.9565217391304348 0.9570552147239264 0.96
33 3 0 0 0 0 1 1 2 0 0 0 0 0 0 0 2 0 0 0 4 0 43 0 0 0 4 0 0 0 0 0 0 0 3 168 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 174 13 0 0 333 0 0 3 1 0 0 2 0 0 0 0 0 0 0 3 18 0 4 0 0 0 46 0 0 0 0 0 0 178 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 3 0 0 5 0 0 28 0 0 0 64 22 0 0 0 0 134 0 0 34 0 0 2 0 10 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 71 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 27 0 0 0 2 0 0 0 1 0 1 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 4 29 2 1 0 0 0 0 0 91 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 11 19 0 0 19 0 0 0 0 0 0 0 0 13 0 25 0 0 2 0 0 0 54 0 113 0 0 0 0 0 0 18 36 0 226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 0 0 0 0 0 0 0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6164383561643836 0.684931506849315 0.4861111111111111 0.5 0.6164383561643836 0.6164383561643836 0.9464285714285714 0.9510869565217391 0.9447852760736196 0.9668874172185431
4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 7 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 7 0 0 60 11 0 0 208 0 0 2 1 0 0 2 0 0 0 0 0 0 0 0 8 0 4 0 0 0 42 0 0 0 0 0 0 178 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 11 0 0 0 0 3 0 0 0 0 0 25 0 0 0 64 22 0 0 0 0 65 0 0 29 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 68 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 23 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 5 3 1 0 0 0 0 0 93 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 10 19 0 0 14 0 0 1 0 0 0 0 0 0 0 18 0 0 2 0 0 0 7 0 47 0 0 0 0 0 0 18 4 0 151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 6 0 0 0 0 0 0 0,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23333333333333334 0.4 0.4153846153846154 0.03333333333333333 0.03333333333333333 0.9401197604790419 0.9508196721311475 0.9567901234567902 0.9586206896551724
14 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 7 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 7 0 0 58 11 0 0 206 0 0 2 1 0 0 2 0 0 0 0 0 0 0 0 8 0 4 0 0 0 38 0 0 0 0 0 0 130 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 11 0 0 0 0 3 0 0 0 0 0 25 0 0 0 56 22 0 0 0 0 60 0 0 27 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 23 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 5 3 1 0 0 0 0 0 81 0 0 0 0 0 1 0 0 0 0 0 93 0 0 0 1 0 0 0 0 3 0 0 7 1 10 17 0 0 14 0 0 1 0 0 0 0 0 0 0 18 0 0 2 0 0 0 7 0 61 0 0 0 0 0 0 16 4 0 156 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 6 0 0 0 0 0 0 0,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.47692307692307695 0.49230769230769234 0.23333333333333334 0.23333333333333334 0.9401197604790419 0.9453551912568307 0.9567901234567902 0.9586206896551724
17 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 13 0 0 0 4 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 7 0 0 113 11 0 0 326 0 0 2 1 0 0 2 0 0 0 0 0 0 0 3 8 0 4 0 0 0 42 0 0 0 0 0 0 178 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 11 0 0 0 0 3 0 0 0 0 0 26 0 0 0 64 22 0 0 0 0 134 0 0 31 0 0 0 0 7 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 70 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 23 0 0 0 2 0 0 0 1 0 1 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 15 3 1 0 0 0 0 0 94 0 0 0 0 0 1 0 0 0 0 0 104 0 0 0 1 0 0 0 0 3 0 0 7 1 10 19 0 0 19 0 0 0 0 0 0 0 0 0 0 18 0 0 2 0 0 0 23 0 107 0 0 0 0 0 0 18 17 0 208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 6 0 0 0 0 0 0 0,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09375 0.4 0.4 0.9461077844311377 0.9453551912568307 0.9444444444444444 0.9657534246575342
18 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 13 0 0 0 4 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 7 0 0 113 11 0 0 326 0 0 2 1 0 0 2 0 0 0 0 0 0 0 3 8 0 4 0 0 0 42 0 0 0 0 0 0 178 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 11 0 0 0 0 3 0 0 0 0 0 26 0 0 0 64 24 0 0 0 0 134 0 0 31 0 0 0 0 7 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 72 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 23 0 0 0 2 0 0 0 1 0 1 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 7 15 3 1 0 0 0 0 0 94 0 0 0 0 0 1 0 0 0 0 0 106 0 0 0 1 0 0 0 0 3 0 0 7 1 10 19 0 0 19 0 0 0 0 0 0 0 0 0 0 18 0 0 2 0 0 0 23 0 96 0 0 0 0 0 0 18 17 0 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 6 0 0 0 0 0 0 0,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4153846153846154 0.4153846153846154 0.9461077844311377 0.9453551912568307 0.9444444444444444 0.9657534246575342
20 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 7 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 7 0 0 60 11 0 0 208 0 0 2 1 0 0 2 0 0 0 0 0 0 0 0 8 0 4 0 0 0 42 0 0 0 0 0 0 178 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 11 0 0 0 0 3 0 0 0 0 0 25 0 0 0 64 22 0 0 0 0 65 0 0 29 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 68 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 23 0 0 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 5 3 1 0 0 0 0 0 93 0 0 0 0 0 1 0 0 0 0 0 105 0 0 0 1 0 0 0 0 3 0 0 7 1 10 19 0 0 14 0 0 1 0 0 0 0 0 0 0 18 0 0 2 0 0 0 7 0 50 0 0 0 0 0 0 18 4 0 155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 6 0 0 0 0 0 0 0,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03333333333333333 0.9401197604790419 0.9508196721311475 0.9567901234567902 0.9586206896551724
