0, 3, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 43, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 168, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 174, 13, 0, 0, 333, 0, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 18, 0, 4, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 178, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 13, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 28, 0, 0, 0, 64, 22, 0, 0, 0, 0, 134, 0, 0, 34, 0, 0, 2, 0, 10, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 71, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 29, 2, 1, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 7, 1, 11, 19, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 25, 0, 0, 2, 0, 0, 0, 54, 0, 40, 0, 0, 0, 0, 0, 0, 18, 36, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0
1, 3, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 37, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 121, 13, 0, 0, 213, 0, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 4, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 178, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 13, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 27, 0, 0, 0, 64, 22, 0, 0, 0, 0, 64, 0, 0, 32, 0, 0, 2, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 1, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 106, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 7, 1, 11, 19, 0, 0, 14, 0, 0, 1, 0, 0, 0, 0, 0, 13, 0, 25, 0, 0, 2, 0, 0, 0, 38, 0, 45, 0, 0, 0, 0, 0, 0, 18, 23, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0
2, 3, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 43, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 168, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 174, 13, 0, 0, 333, 0, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 18, 0, 4, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 178, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 13, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 28, 0, 0, 0, 64, 22, 0, 0, 0, 0, 134, 0, 0, 34, 0, 0, 2, 0, 10, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 71, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 29, 2, 1, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 7, 1, 11, 19, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 25, 0, 0, 2, 0, 0, 0, 54, 0, 54, 0, 0, 0, 0, 0, 0, 18, 36, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0
3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 60, 11, 0, 0, 208, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 4, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 178, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 11, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 25, 0, 0, 0, 64, 22, 0, 0, 0, 0, 65, 0, 0, 29, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 1, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 7, 1, 10, 19, 0, 0, 14, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 0, 0, 0, 7, 0, 47, 0, 0, 0, 0, 0, 0, 18, 4, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0
5, 3, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 43, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 168, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 174, 13, 0, 0, 331, 0, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 18, 0, 4, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 178, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 13, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 28, 0, 0, 0, 64, 22, 0, 0, 0, 0, 133, 0, 0, 34, 0, 0, 2, 0, 10, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 71, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 29, 2, 1, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 7, 1, 11, 19, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 25, 0, 0, 2, 0, 0, 0, 54, 0, 58, 0, 0, 0, 0, 0, 0, 18, 36, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0
6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
7, 3, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 37, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 121, 13, 0, 0, 215, 0, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 4, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 178, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 13, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 27, 0, 0, 0, 64, 22, 0, 0, 0, 0, 65, 0, 0, 32, 0, 0, 2, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 1, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 106, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 7, 1, 11, 19, 0, 0, 14, 0, 0, 1, 0, 0, 0, 0, 0, 13, 0, 25, 0, 0, 2, 0, 0, 0, 38, 0, 60, 0, 0, 0, 0, 0, 0, 18, 23, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0
8, 3, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 43, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 168, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 174, 13, 0, 0, 333, 0, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 18, 0, 4, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 178, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 13, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 28, 0, 0, 0, 64, 22, 0, 0, 0, 0, 134, 0, 0, 34, 0, 0, 2, 0, 10, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 71, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 29, 2, 1, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 7, 1, 11, 19, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 25, 0, 0, 2, 0, 0, 0, 54, 0, 66, 0, 0, 0, 0, 0, 0, 18, 36, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0
9, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 2, 0, 69, 0, 0, 191, 5, 0, 6, 1, 0, 0, 0, 5, 0, 8, 0, 0, 0, 3, 2, 20, 2, 0, 0, 0, 0, 26, 0, 22, 0, 0, 0, 0, 119, 5, 3, 215, 176, 0, 2, 1, 0, 61, 0, 9, 0, 0, 0, 0, 1, 17, 0, 1, 15, 0, 10, 0, 0, 0, 15, 0, 14, 0, 0, 0, 0, 117, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 1, 24, 0, 0, 0, 1, 45, 12, 0, 0, 0, 2, 0, 0, 3, 0, 57, 8, 2, 0, 0, 0, 2, 0, 45, 52, 0, 0, 1, 0, 0, 0, 4, 191, 0, 0, 3, 0, 24, 0, 2, 40, 967, 5, 0, 0, 5, 0, 1, 8, 2, 3, 2, 3, 0, 6, 0, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 226, 0, 2, 0, 0, 2, 0, 6, 1, 0, 2, 0, 1, 8, 0, 20, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 5, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 4, 0, 3, 0, 9, 3, 13, 0, 0, 0, 253, 0, 0, 0, 0, 0, 0, 3, 7, 13, 0, 0, 2, 1, 14, 1, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 35, 56, 1, 13, 0, 0, 0, 109, 0, 13, 0, 0, 0, 0, 0, 7, 6, 2, 0, 47, 1, 2, 1, 4, 0, 0, 38, 2, 0, 0, 1, 6, 0, 1, 18, 0, 0, 1, 0, 0, 2, 1, 0, 0, 2, 0, 11
